TICKET,APAR,SUMMARY,COMPONENT,SUBCOMPONENT1,SUBCOMPONENT2,SUBCOMPONENT3,RELEASE_NOTE
SPM-127601,,Enhance IEG and code table hierarchies drop-down filter logic,CEF,Application Development Environment,Infrastructure,,"*Issue Description:*
The sorting and filtering logic for codetable hierarchy drop-downs has been enhanced, the drop-down now presents every word containing that character. When a caseworker enters a search character, the drop-down now presents every word containing that character. Words starting with the character entered may be displayed down the list and the user may have to enter a second character to surface the content required to the top of the list.

*User Interface Impact:* No

*Steps to Reproduce:*

# Log in as a caseworker.
# Select the Cases and Outcomes tab.
# Navigate to the Searches section and select Provider.
# Type a single letter 'C' into the Provider Category field.
# Issue: Every entry in the drop-down that starts with the character 'C' is listed, and the entries that contain 'C' are displayed down the list.

*Resolution:*
The code table hierarchy drop-down sort and filter logic has been enhanced. Drop-downs will now display options that """"start with"""" the characters entered at the top of the list followed by options containing a word that starts with the characters, followed by the remaining dropdown content containing the characters.

*Technical:*
To disable this enhanced filtering and sorting behaviour code table hierarchy drop-downs and revert back to the way it behaved previously, set the ?Text filter and sort options for IEG drop-downs and codetable hierarchy drop-downs? system application property to false.

"
SPM-127564,"DT036678 ","If new Employment Expenses Evidence data has a start date before the Employment Evidence start date on the Save and New action the expected validation message is displayed incorrectly on the New Evidence Modal ",SOL,Income Support CGISS,,,"*Issue Description:*
When adding Employment and Employment Expenses evidence, a validation message indicates the expenses record must be within the employment start and end dates. If the Start Date of the Employment Expenses is before the Start Date of the Employment evidence, when the user selects the ?Save & New? option, this validation is incorrectly displaying on the New Evidence modal.

*User Interface Impact:* No

*Steps to Reproduce:*

*Scenario 1:*

# Log in as an Income Support caseworker.
# Register a new person.
#  From the person home page navigate to Participant details and then Employment.
# Create a new employment record from a date in the past. For example, 1/1/2020.
# Create a new Income Support Application for Medical Assistance.
# Enter mandatory information, Employed and a Start Date of the employment record, 1/1/2020.
# From the newly created Income Support Case navigate to Evidence and then Employment Expense.
# Select Employment Expense and create new evidence.
# Select the employment from Step 4.
# Complete mandatory fields and enter a Start Date before the From Date for the employment, for example, 1/1/2015.
# Click Save & New.
# Issue: The validation message: ?Employment Expense - The Start Date must be greater than the Employment Start Date.? is displayed on the New Evidence Screen.

*Scenario 2*

# Log in as an Income Support caseworker.
# Register a new person.
# From the person home page, navigate to Participant details and then Employment.
# Create a new employment record with a start date and an end date. For example, From Date 1/1/2020 and To Date 1/1/2022.
# Create a new Income Support Application for Medical Assistance.
# Enter mandatory information, Employed and a Start Date of 1/1/2020.
# From the newly created Income Support Case navigate to Evidence and then Employment Expense.
# Select the employment from Step 4.
# Select Employment Expense and create new evidence.
# Select the employment from Step 4.
# Complete mandatory fields and enter a Start Date of 05/31/2021 and an End Date later to the From Date for the employment, for example, 1/1/2023.
# Click Save & New.
# Issue: The validation message: ?Employment Expense - The Start Date must be greater than the Employment Start Date.? is displayed on the New Evidence Screen.
# Issue: The validation message: ?Employment Expense - The End Date must not be later than the Employment End Date.? is displayed on the New Evidence Screen.

*Scenario 3*

# Log in as an Income Support caseworker.
# Register a new person.
# From the person home page, navigate to Participant details and then Employment.
# Create a new employment record from a date in the past. For example, 1/1/2020.
# Create a new Income Support Application for Medical Assistance.
# Enter mandatory information, Employed and a Start Date of the employment record, 1/1/2020.
# From the newly created Income Support Case navigate to Evidence and then Employment Expense.
# Select Employment Expense and create new evidence.
# Select the employment from Step 4.
# Complete mandatory fields and enter a Start Date as 1/1/2021 and Participant and Type as ?Accident and Health Plans?.
# Click Save & New.
# Repeat the step 10.
# Click Save & New.
# Issue: The validation message: ?An Employment Expenses record already exists for this Participant and type.? is displayed on the New Evidence Screen.

*Resolution:*
The Employment Expenses evidence validations are now presented on the screen where the user has entered the data.

"
SPM-127548,,"Support capturing JMX statistics per batch program statistics ",CEF,Application Development Environment,Server Development Environment,Batch Processing,"*Issue Description:*
It is not possible to capture accurate JMX statistics for batch programs. The only way to do so is to enable the JMX timer but this affects the whole application and, because these JMX reports are time-based, they do not match the life cycle of a batch program.

*User Interface Impact:* No

*Steps to Reproduce:*

# Log in as a system administrator.
# Select the System Configurations tab and expand the shortcuts panel.
# Expand the Application Data section and click Property Administration.
# Set property ?Statistics Output Timer - Enable Timer' to 'True?.
# Set property 'Statistics Output Timer - Output Folder' to a directory on the server file system.
# Run a batch program, for example: build.sh runbatch -Dbatch.program=curam.core.intf.DetermineProductDeliveryEligibility.process 
# Check the output directory you specified above
# Issue: If the batch program ran for less than 300 seconds (or whatever value was specified by property 'Statistics Output Timer - Timer Period'), no JMX report was generated for it. And if a JMX report did get generated, it does not include any data between the last JMX timer event and the end of the batch program.

*Resolution:*
By enabling the application property 'Enable JMX Statistics Report Per Batch', a JMX report will be generated at the end of each batch program. By setting the property 'Statistics Output Timer Period For Batch Programs - Timer Period', a different JMX timer period can be specified for batch programs only. All JMX reports now include Total and Free Memory in the OperationalStats section.

"
SPM-127414,,"Pasting (Ctrl + V) colored font texts not working on Quick Notes text area ",SOL,Income Support,,,"*Issue Description:*
Pasting colored font texts into the Quick Notes text area, the text is being pasted as the default font instead of the colored font. 

*User Interface Impact:* No

*Steps to Reproduce:*

# Log in as an Income Support caseworker.
# Register a Person.
# From the Person home tab, expand the Smart Panel.
# Copy and paste text with colored fonts from a Word document into the Quick Notes text area.
# Issue: After pasting colored font text into the Quick Notes text area, it is taking the default font instead of the colored font.

*Resolution:*
When text is copied from a Word Document into the Quick Notes text area, the text font's color is now preserved.

"
SPM-127367,DT036675,"When an Insurance Type field is empty or blank, the description is 'Insurance type is'  and appends a message not correct for a blank or empty field",SOL,Income Support HCR,Dynamic Evidence,,"*Issue Description:*
On an Insurance Affordability case, when saving an Insurance Policy Details evidence with a type value of blank or empty, the evidence is saved but displays a description of, ?_Insurance type is Could not decode code table item 'HCInsuranceType:' - code not present in code table_?.

*User Interface Impact:* No

*Steps to Reproduce:*

# Log in as an Insurance Affordability caseworker.
# Register a new person and navigate to their home page.
# Create a new Insurance Affordability case.
# Create a new Insurance Policy Details evidence - be sure to leave the Insurance Type field empty or blank.
# Navigate to the In Edit Evidence tab to see a list of in-edit evidence on the case.
# Issue: The Description for Insurance Policy Details is, ?_Insurance type is Could not decode code table item 'HCInsuranceType:' - code not present in code table_?.

*Resolution:*
The issue is now resolved, the Description on the Insurance Policy Details evidence is shown as ?Insurance Type is? with no extra text when its type is blank or empty. This was achieved by adding a new summary ruleset to the evidence type. The summary ruleset determines the correct description to display in this scenario.
"
SPM-127325,DT036672,Wizard progress bar is using structural markup in a way that does not represent relationships in the content,Accessibility,,,,"*Issue Description:*
Wizards can be used within modals to allow users to complete multiple steps. Currently, the wizard progress bar uses an unordered list HTML element as structural markup for sequential information, which causes a user using a screen reader to not be able to recognize the steps in the wizard as an ordered list.

*User Interface Impact:* No

*Steps to Reproduce:*

# Enable a screen reader.
# Log in as a caseworker.
# Register a new Person.
# Open the Evidence tab on the Person home page.
# Add new Address evidence.       
# Inspect the progress bar markup using developer tools.
# Issue: An unordered list HTML element is used as structural markup for sequential information in the progress bar. 

*Resolution:*
The wizard progress bar markup has been updated to use an ordered list HTML element so that screen readers can recognize the steps in the wizard as an ordered list.

"
SPM-127209,,The modal closes when the Escape key is used to close the Calendar widget,CEF,Application Development Environment,Client Development Environment,Widgets,"*Issue Description:*
When using the Escape key to close a Calendar widget in a modal, the modal is also closed.

*User Interface Impact:* No

*Steps to Reproduce:* 

# Log in as a caseworker.
# Open the Register Person wizard.
# Register a person.
# Use the keyboard to navigate to a Date field, such as Date of birth.
# Press the Down Arrow key to open the Calendar widget.
# Navigate in the Calendar widget using arrow keys or Tab key.
# Press the Escape key to close the Calendar widget.
# Issue: When the Escape key is used to close the Calendar widget in the Register Person modal, the modal is closed.

*Resolution:*
When using the Escape key to close a Calendar widget inside a modal, the Calendar widget closes and the modal remains open.

"
SPM-127163,,"CCV link doesn't indicate to users that selecting it opens a separate new window ",Accessibility,,,,"*Issue Description:*
The link to the Citizen Context Viewer (CCV) does not indicate to the user that selecting it opens a new window. This causes an accessibility issue as screen reader users are not notified the link opens in a new window.

*User Interface Impact:* No

# Enable a screen reader.
# Log in as a caseworker.
# Register a Person.
# Navigate to the CCV icon for the person.
# Issue: The screen reader does not announce that the link{color:#172b4d} opens in a new window.{color}

*Resolution:*
The warning text '(Opens in new window)' has been appended to the existing text for the CCV icon.

"
SPM-127130,,Remove the Hector BIRT eclipse plugin from Cúram BIRT deliverable,CEF,,,,"*Issue Description:*
org.eclipse.birt.me.prettyprint.hector_4.8.0 is a BIRT eclipse plugin bundled with the Cúram BIRT deliverable. This plugin is a high-level Java client for Apache Cassandra, a highly available column-oriented database. The plugin may be used when creating BIRT charts when a new Data Source or Data Set is being set up and is based on a Cassandra Scripted Data Source. For more information, please see the following resources:

* [https://github.com/hector-client/hector|https://github.com/hector-client/hector]
* [https://cassandra.apache.org/&#95;/index.html|https://cassandra.apache.org/_/index.html]

In Cúram, the version of the commons-lang library that is used is 3.12.0. The Hector plugin contains a copy of commons-lang version 2.4, however the plugin is no longer an active project and will not receive any updates in the future, so the dependency library will not be updated.

If the Hector plugin directory named """"org.eclipse.birt.me.prettyprint.hector_4.8.0.v201806261756"""" remains at the following location """"IBM/Curam/Development/BIApp/CuramBIRTViewer/WebContent/WEB-INF/platform/plugins"""" after the installation, it can be safely removed. 

*User Interface Impact:* No

*Resolution:*
The org.eclipse.birt.me.prettyprint.hector_4.8.0 eclipse plugin has been removed from the Cúram BIRT deliverable. 

"
SPM-127053,DT036650,Input fields in the Frequency Pattern modal are not correctly announced by the screen reader,Accessibility,,,,"*Issue Description:*
Input fields in the Frequency Editor are not announced correctly by a screen reader which can lead to confusion for screen reader users when entering data on the Frequency Pattern modal. 

*User Interface Impact:* No

*Steps to Reproduce:*

# Enable a screen reader.
# Log in as a caseworker.
# Register a Person.
# Click on the Edit button in Tab Actions to open the Edit Person dialog.
# On the Edit Person dialog, click on the Payment Frequency icon to open the Frequency Pattern modal.
# Issue: Input fields are not correctly announced by the screen reader. 

*Resolution:*
Appropriate aria labels have been added to the input fields in the Frequency Editor modal which are correctly read by the screen reader, thereby giving the user correct information and context.

"
SPM-126983,DT036648,Error is displayed when adding future effective dated evidence to an application case,CEF,Administration Suite,Dynamic Evidence,,"*Issue Description:*
While adding new Evidence to an application case, an unhandled server exception is displayed if the application configuration contains an evidence with a future effective date. 

*User Interface Impact:* No

*Steps to Reproduce:*

# Log in as an administrator.
# Expand the shortcuts panel in the Administration Workspace section.
# Select Dynamic Evidence under Rules and Evidence in the shortcuts panel.
# Select the New page-level action.
# Create a New Dynamic Evidence Type.
# Populate the mandatory fields and set Effective From with a date in the future.
# Activate the Evidence.
# Expand the Universal Access section and select an existing application.
# Link the evidence to an application from the evidence tab.
# Log in as a caseworker.
# Create an application of the type just modified.
# Navigate to the evidence page and select to add new evidence.
# Issue: An unhandled server exception is displayed.

*Resolution:*
This issue has been resolved, now when New Evidence is selected, the list of evidence does not display evidence with an effective date in the future for selection.

"
SPM-126972,DT036645,The clear button disappears in pop-up search fields when a value is selected,CEF,,,,"*Issue Description:*
The clear button displayed in a modal dialog pop-up search field when a value is selected disappears when an error message is displayed after you click Save on the modal dialog, so you can no longer clear the selected value. In addition, when you open a modal dialog with a pre-populated pop-up search field,  the clear button is not displayed in the pop-up search field, so you can?t clear the pre-populated value.

*User Interface Impact:* No 

*Steps to Reproduce:*

*Scenario 1*

# Log in as a caseworker.
# Navigate to the Inbox section.
# On the My Tasks tab, select New Task from the tab-level actions menu.
# Click the Search icon in the Case Participant pop-up search field.
# Search for and select a registered person in the pop-up search dialog.
# Observe the clear button (represented by an X icon) is visible beside the selected Case Participant name in the New Task dialog.
# Click Save.
# Observe the error message displayed.
# Issue: The clear button in the Case Participant field beside the selected name disappears after clicking Save, and you can?t clear the selected value.

*Scenario 2*

# Log in as a caseworker.
# Navigate to the Cases and Outcomes section.
#  Open the Register Person wizard and click Next.
# On the Registration page, search for and select a Preferred Office for the person
# Observe the clear button (represented with an X icon) is visible beside the selected Preferred Office name.
# Click Save.
# Observe the error messages displayed.
# Issue: The clear button in the Preferred Office field beside the selected office disappears after clicking Save, and you can?t clear the selected value.

*Scenario 3*

# Log in as a caseworker.
# Search for and select a registered person.
# On the Person home page, click the Edit link in the context panel.
# If the Preferred Office field is blank, search for and select a Preferred Office for the person and click Save. Click the Edit link again on the context panel.
# The Edit Person modal dialog opens, with the Preferred Office pop-up search field pre-populated.
# Issue: The clear button is not displayed beside the pre-populated value in the Preferred Office pop-up search field, and you can?t clear the selected value. 

*Resolution:*
The clear button is now displayed in modal dialog pop-up search fields with a selected value, when an error message is displayed after clicking Save on the modal dialog,  or when the value is pre-populated when the modal dialog is opened, and the selected value can be cleared as expected.

"
SPM-126971," DT036301",Mandatory list questions in an Intelligent Evidence Gathering (IEG) script are not announced as mandatory by a screen reader,ENT,Intelligent Evidence Gathering,Player,,"*Issue Description:*
When using a supported screen reader to navigate through the Intelligent Evidence Gathering script, the screen reader does not announce which questions are mandatory.

*User Interface Impact:* No

*Prerequisite(s):*

# Log in as an administrator.
# Navigate to Scripts under Intelligent Evidence Gathering in the Administration Workspace shortcuts panel. 
# Search for the script ?HealthCareCW?.
# Modify the ?HealthCareCW? script so that the list question on the Tax Filer Information page is mandatory.

*Steps to Reproduce:*

# Start a screen reader.
# Log in as an Insurance Affordability caseworker.
# Register a new Person.
# Open a new Health Care Reform application. 
# Do not add any household members.
# Navigate to the Tax Filer Information page. The question is displayed as mandatory.
# Issue: The screen reader does not announce the question as mandatory.

*Resolution:*
A screen reader now announces when questions in an Intelligent Evidence Gathering script are mandatory. 

"
SPM-126955,,Modal dialog incorrectly refreshes after closing a nested dialog,Look and Feel,Administration Suite,Administration,,"*Issue Description:*
A modal dialog with an inline list menu item that opens another modal dialog to submit a form, exhibits incorrect refresh behavior. When the second modal dialog closes, in some instances the first modal dialog refreshes and incorrectly displays the list shown on the main content panel. In other instances the first modal dialog refreshes and displays an incorrect page title bar to the user.

*User Interface Impact:* No

*Prerequisites:*

# Log in as a system administrator.
# Navigate to Property Administration under the Application Data section in the System Administration shortcuts panel.
# Search for the properties below and set them as follows:
## Display list action menu items inline = true
## Number of tab actions to display inline = 2
# Publish the changes.

*Steps to Reproduce:*

*Scenario 1:*

# Log in as an administrator. 
# Navigate to Product Delivery Cases under the Case section in the Administration Workspace shortcuts panel.
# Click a Product Delivery to open it in a new tab.
# On the Product Delivery case, navigate to the Financial tab and select Delivery Patterns section.
# Click the Text Translation icon next to a Delivery Pattern to open the View Localizable Text modal dialog.
# Select Edit on a Translations row to open Edit Text Translation modal dialog.
# On the Edit Text Translation modal dialog, click either Save or Cancel.
# Issue: The View Localizable Text modal dialog refreshes and incorrectly displays the Delivery Patterns list instead of the Translations list. 

*Scenario 2:*

# Log in as an administrator. 
# Navigate to Product Delivery Cases under the Case section in the Administration Workspace shortcuts panel.
# Click a Product Delivery to open it in a new tab.
# On the Product Delivery case, navigate to the Financial tab and select Delivery Patterns section.
# Click the Text Translation icon next to a Delivery Pattern to open the View Localizable Text modal dialog
# Click Add Translation to open the New Text Translation modal dialog.
# Select a Language, enter some text  and click Save to add a new Translation for the Delivery Pattern.
# Click Edit next to an existing translation to open the Edit Text Translation modal dialog.
# On the Edit Text Translation dialog, click Save.
# Issue: The View Localizable Text modal dialog refreshes and incorrectly displays an additional page title, and additional Add Translation and Close actions. 

*Resolution:*
Modal dialogs that have an inline list menu item that opens another modal dialog to submit a form, now exhibit the correct refresh behavior.

"
SPM-126923,DT036643,The page title does not provide adequate information about the page that is currently open,Accessibility,,,,"*Issue Description:*
The page title text does not provide enough context as to what page is currently displayed in the Cúram application, which can lead to confusion for screen reader users when navigating between pages and tabs.

*User Interface Impact:* No

*Steps to Reproduce:*

# Log in as a caseworker.
# Register two people, Person A and Person B.
# Open Person A?s home page and take note of the browser tab title text.
# Open Person B?s home page.
# Issue: There is no difference between the page title text for Person A and Person B.

*Resolution:*
The current opened application tab title text is now included in the page title text which will provide additional context to identify what page is currently opened in the Cúram application.

"
SPM-126830,DT036639,Description on child evidence modals is wrapping on Insurance Affordability cases,Look and Feel,,,,"*Issue Description:*
The description on child evidence modals is wrapped on Insurance Affordability cases for the following evidence types: Application Filer Consent, Enrolment, Tax Filing Status, Income and Citizen Status. 

*User Interface Impact:* No

*Steps to Reproduce:* 

# Log in as an Insurance Affordability caseworker.
# Register a new Person.
# Create a new Insurance Affordability integrated case for the person.
# Navigate to the evidence dashboard and click Application Filer Consent.
# Issue: The description text in the wizard is wrapped.

*Resolution:*
The issue with the format of the wrapped description text has been resolved and it now displays correctly.

"
SPM-126786,DT036344,Cleared drop-down value reappears after search,CEF,Application Development Environment,Client Development Environment,Widgets,"*Issue Description:*
If default and blank values are used for search input fields, after performing a search the search criteria revert to the default values. This is confusing for the user as the search criteria do not appear to match the results returned.

*User Interface Impact:* No

*Prerequisites* 
Input fields on a search page have USE&#95;BLANK=""""true"""" and a default value set using the USE&#95;DEFAULT=""""true"""".

*Steps to Reproduce:*

# Log in as a caseworker.
# Navigate to the search page detailed in the prerequisites.
# Change the default search criteria values and perform a search.
# Issue: The correct search results are returned but the search criteria revert to the default values.

*Resolution:*
The default input criteria values are displayed initially and if a search is done using different inputs the search criteria persist when the search results are returned.

"
SPM-126711,DT036629,Curam REST infrastructure accepts invalid dates,ENT,Application Development Environment,Server Development Environment,,"*Issue Description:*
The validation for a year passed in a date parameter does not throw an error if the year field is passed as 'Y', 'YY' or 'YYY'. Instead '0's are pre-pended to make the year 'YYYY'.

*User Interface Impact:* No

*Steps to Reproduce:*

# Login as a user who has access rights to the API.
# Using a REST client, for example, Postman or RESTer, set the 'referer' request header to 'curam://app' and the 'content-type' request header to 'application/json'.
# Complete the POST request with the following URL and JSON request body, using a valid concern role ID. The following JSON assumes a concern role ID of 101 exists on the database. Notice the invalid year '123':

 
POST [http://<server:port>/Rest/v1/persons/101/special&#95;cautions|http://<server:port>/Rest/v1/persons/101/special_cautions]

{noformat}

{
""""specialCautionType"""":""""SCSC12"""",
""""startDate"""": """"123-01-01"""",
""""specialCautionCategory"""":""""SCC03"""",
""""endDate"""": """"2022-01-19"""",
""""con

{noformat}

  4. The following message will be returned, because the date has been accepted by the infrastructure and passed to the facade for further validation against the date of birth, instead of immediately returning a validation error for the date format:

{noformat}

{
""""errors"""": [
{
""""code"""": 400, """"message"""": """"The Start Date, 1/1/0123, must be after person's date of birth, 9/26/1964."""",
""""level"""": """"error"""",
""""message_id"""": """"ERR&#95;SPECIALCAUTION&#95;XRV&#95;START&#95;DATE&#95;BEFORE&#95;BIRTH&#95;DATE""""
}
]
}

{noformat}

5. Repeat the above test with a two-digit year '12' and a one-digit year '1'. In each case, '0's are pre-pended to the year as needed to make it a four-digit year.

6. Issue: The three (or two or one) digit year '123' is parsed to a four-digit year by pre-pending '0' 0123.

*Resolution:*
A validation has been added to the Date and DateTime deserializers which will return a REST exception if the year value does not contain 4 digits.

"
SPM-126556,DT036615,The word 'Individual' is missing on the New Application Details evidence modal dialog,SOL,Common Evidence,,,"*Issue Description:*
The word ?Individual? is missing from multiple sentences in the Case Participant selection cluster on the New Application Details evidence modal dialog.

*User Interface Impact:* No

*Steps to Reproduce:*

# Log in as an Insurance Affordability caseworker.
# Register a new Person.
# Start and submit a New application.
# Navigate to the application's Evidence tab.
# Add New Evidence for Application Details.
# Issue: The word 'Individual' is missing between 'the' and 'is' in the following sentences on the Case Participant selection cluster:

* If the is a case participant, please select from the list of case participants below.
* If the is not a case participant but is registered on the system, please select from below.
* If the is not registered on the system, complete the details below.

*Resolution:*
The word ?Individual? is now included in the affected sentences in the Case Participant selection cluster on the New Application Details evidence modal dialog.

"
SPM-126487,DT036771,Close action is displayed twice when adding a new evidence type record,Look and Feel,,,,"*Issue Description:*
When adding New evidence and the Add row-level action is selected for an evidence type, a Close action is displayed twice on this modal.

*User Interface Impact:* No

*Steps to Reproduce:*

# Log in as a caseworker.
# Register a person.
# Navigate to the Evidence tab and click the New page-level action.
# On the New Evidence modal, select the Add row-level action for an evidence type.
# Issue: An extra ?Close? button is displayed on the add evidence wizard.

*Resolution:*
The extra close button is no longer displayed when adding a new evidence type.

"
SPM-126486,,Autocomplete attributes for fields on login page and change password dialog are missing,Accessibility,,,,"*Issue Description:*
The autocomplete attribute was missing from the logon pages of the Cúram Application and also on the Change My Password dialogs across some portals.

*User Interface Impact:* No

*Sample Public Access Portal*

# Log in as an external user.
# Click on Change Password link in My Shortcuts to open Change Password dialog.
# Right click on Username/current password input field and click Inspect to open the developer tool.
# Observe the input element of both the username and password.
# Issue: There is no autocomplete attribute added.

*Case Worker Public Access Portal*

# Log in as a caseworker.
# Click on Change Password link in Quick Links pod to open Change Password dialog.
# Right click on Username/current password input field and click Inspect to open the developer tool.
# Observe the input element of both the username and password.
# Issue: There is no autocomplete attribute added.

*CPMExternalS Portal*

# Log in as an external provider.
# Click on My Details tab and open Tab Actions menu and click on Change Password option to open Change Password dialog.
# Right click on Username/current password input field and click Inspect to open the developer tool.
# Observe the input element of both the username and password
# Issue: There is no autocomplete attribute added.

*NavigatorS Portal*

# Log in as a secure navigator.
# Open Tab Actions menu and click on Reset Password option to open Reset My Password page.
# Right click on Username/current password input field and click Inspect to open the developer tool.
# Observe the input element of both the username and password.
# Issue: There is no autocomplete attribute added.

*Resolution:*
The above issues are now addressed by adding the autocomplete attribute to the required input fields.

"
SPM-126166,DT036587,Page heading text is being announced twice by screen readers,Accessibility,,,,"*Issue Description:*
While using a screen reader to navigate through the Cúram application, the screen reader will announce page heading text twice when the page heading is navigated to which can confuse users trying to understand the heading.

*User Interface Impact:* No

*Steps to Reproduce:*

# Enable a screen reader.
# Log in as a caseworker.
# Navigate to the Inbox tab.
# Expand the shortcuts panel.
# Expand the Work Queues section and select My Work Queues. 
# Navigate to the User Subscribed Work Queues tab.
# Issue: The User Subscribed Work Queues page heading is announced twice by the screen reader.

*Resolution:*
This has been resolved, page headings are now announced once while using a screen reader to navigate through the application. 

"
SPM-126155,DT036589,"On the My Investigations, My Cases, Available Tasks and Investigations pages within the application, checkboxes are missing a HTML <legend> element",Accessibility,,,,"*Issue Description:*
On the My Investigations, My Cases, Available Tasks and Investigations pages within the application, checkboxes are missing an HTML <legend> element inside of their HTML <fieldset> element.

*User Interface Impact:* No

*Steps to Reproduce:*

*Scenario 1:*

# Log in as a caseworker.
# Navigate to Cases and Outcomes.
# Expand the shortcuts panel.
# Expand Investigations.
# Select My Investigations.
# Issue: The Document Object Model (_DOM_) for the My Investigations page contains some HTML <fieldset> elements which do not contain a child HTML <legend> element.

*Scenario 2:*

# Log in as a caseworker.
# Navigate to Inbox.
# Expand the shortcuts panel.
# Expand Available Tasks
# Issue: The Document Object Model (_DOM_) for the Available Tasks Page contains some HTML <fieldset> elements which do not contain a child HTML <legend> element.

*Resolution:*
This issue has been resolved, and a hidden HTML <legend> element has been added to the HTML <fieldset> element for the checkboxes.

"
SPM-126130,DT036592,The shortcuts menu splitter element is incorrectly announced as a menu by screen readers,Accessibility,,,,"*Issue Description:*
When a supported screen reader is used, a shortcut panel splitter element receives focus but it is incorrectly announced as a menu element.

*User Interface Impact:* No

*Steps to Reproduce:*

# Enable a screen reader.
# Log in as a caseworker.
# Navigate to the Cases and Outcomes tab.
# Tab across until you reach the shortcut splitter.
# Issue: The shortcut splitter is not announced by the screen reader.

*Resolution:*
An application role has been assigned to the widget. Now, when selected the screen reader will read the following message, ?Element to adjust the width of the shortcuts panel. Press the Left or Right Arrow key to increase or decrease the width of the panel?.

"
SPM-126014,DT036347,"The View History links for the Approval Status and Updated By fields on a dynamic evidence record are not visible ",CEF,Application Development Environment,Evidence Maintenance,,"*Issue Description:*
The View History links displayed beside the Approval Status and Updated By fields on a dynamic evidence record are not visible, so you can?t view approval or rejection details, or the update history for dynamic evidence records.

*User Interface Impact*: No

*Steps to Reproduce:*

# Log in as a caseworker.
# Register a Person and create an integrated case.
# On the integrated case, navigate to the Administration tab and click on User Roles.
# Click on New Supervisor and add a new supervisor user.
# Log in as an administrator.
# Navigate to Administration Workspace and click User Search.
# Search for the caseworker user from step 1.
# Select the user, navigate to Approval Checks, and click the Evidence tab.
# Click New, enter a Percentage of 100, and select the checkbox for ?Applies to all Evidence Types?.
# Log in as the caseworker user from step 1. 
# Navigate to the case created above.
# Navigate to evidence and add a record for the Email Addresses dynamic evidence type.
# Select to Apply Changes. Observe the message stating that the changes need to be manually approved (displayed as expected).
# Log in as the supervisor added to the case in step 4.
# Navigate to Available Tasks in the Inbox section. 
# Observe the ?Evidence of type Email Addresses requires approval? task on the list of Available Tasks.
# Select ?Add to My Tasks? from the row-level action menu and click Save.
# Navigate to My Tasks and select the task from the list of Open Tasks. You may need to refresh the page.
# Select the primary action ?Reject Approval Request? and add a comment. Click Reject Evidence.
# Log in as the caseworker user from step 1.
# Navigate to the case created in step 2. 
# Click on the Evidence tab, select In Edit Evidence, and expand the Email Addresses evidence record added in step 12. Expand the nested list to view the Approval Status.
# Issue: The View History hyperlink is not displayed beside the Approval Status field. The user has no view of the reason why the supervisor rejected the evidence update. In addition, the View History hyperlink is not displayed beside the Updated By field, so the user has no view of the update history for the record.

*Resolution:*
The issue has been resolved and the View History hyperlink is displayed beside the Approval Status and Updated By fields on all Dynamic Evidence types.
"
SPM-125897,DT036335,"Using an IEG script an intermittent error is displayed during the intake stage when screening a person for benefits ",CEF,Intelligent Evidence Gathering,,,"*Issue Description:*
An intermittent error is displayed during the intake stage of screening a person for benefits using the Intelligence Evidence Gathering script. 

*User Interface Impact:* No

*Steps to Reproduce:*

# Launch the IEG script and complete the script to apply for medical benefits.
# Complete the About You and Household Information pages, and click Next.
# Issue: A NullPointerException is displayed on the screen during the information-gathering process.

*Resolution:*
The SecureSantize class has been updated which has resolved the NullPointerException error occurring during the intake portion of the Intelligent Evidence Gathering script.

"
SPM-125773,DT036586,"When a date in an incorrect format is entered as a search input, the dates displayed in the validation message and in the search field are inconsistent",Look and Feel,,,,"*Issue Description:*
When you enter a date in an incorrect format as a search input, a validation message is displayed with the date you input, however, the date entered in the search field is automatically converted to a date in the correct format, so the date shown in the search field and the date shown in the message are inconsistent. 

*User Interface Impact:* No

*Steps to reproduce:*

# Log in as a caseworker.
# Open the Person Search page.
# Enter first name, last name, and a date in an incorrect format in the Date of Birth field, for example, 222/333/4444.
# Click the Search button.
# Observe the validation message displayed.
# Issue: The validation message displays the date of birth as it was entered in the search field, however, the Date of Birth field is updated and the date is automatically converted to the correct format, so the dates displayed in the message and the search field are inconsistent.

*Resolution:*
When a date is entered in an incorrect format as search input, the system does not automatically update it to the correct format when the user clicks search, so the dates displayed in the validation message and the search field are consistent.

"
SPM-124783,,Improvements to how we capture SQL statistics in JMX,CEF,Application Development Environment,Server Development Environment,Data Access Layer,"*Issue Description:*
The JMX statistics for SQL do not identify the entity class and operation to which they belong which makes it difficult to analyze and compare them.

*User Interface Impact:* No

*Steps to Reproduce:*

# Create an Unemployment Benefit case.
# Approve and activate the case.
# Download the JMX data from the server.
# Issue: The SQL section of the JMX data will include information execution counts, record counts, timings and the SQL statement, but each SQL statement is typically long and its corresponding application class and operation is not readily identifiable.

*Resolution:*
The JMX report for SQL now includes the name of the entity class and operation to which it belongs and a short human-readable hash-code derived from the SQL text.

"
