TICKET,APAR,SUMMARY,COMPONENT,SUBCOMPONENT1,SUBCOMPONENT2,SUBCOMPONENT3,RELEASE_NOTE
SPM-124621,,An error message is displayed when adding a translation,CEF,Application Development Environment,Client Development Environment,,"**Issue Description:**
Administrators can configure text translations for various business objects that include text fields, such as Code Table names. Currently, an error message is displayed when an administrator attempts to add a new text translation to a business object.

**User Interface Impact:** No

**Steps to Reproduce:**
# Log in as a system administrator.
# Navigate to System Configurations, expand Application Data, and select Code Tables.
# Search for an existing code table.
# Select Translate from the row-level action menu to open the View Localizable Text modal.
# Select Add translation to open the Add Localizable Text modal.
# Enter any text and click Save.
# Issue: An error message is displayed. 

**Resolution:**
A new text translation can be added from the Add Localizable Text modal without issue. 
"
SPM-124516,PO09804,"On the Communications screen, the action menu displays the Delete option twice when the communication type is 'Email' and the communication status is 'Draft'",CEF,Business Services,Correspondence Management,,"**Issue Description:**
On the communications page under the Contact tab, the action menu is displaying the delete option twice for an email in draft communication status.

**User Interface Impact:** No

**Steps to Reproduce (Generic):**
# Log in as a caseworker.
# Register a new person.
# Create an integrated case for the person.
# Navigate to the Contact tab and select Communications.
# From the actions menu select New Email.
# Add the mandatory details and select send later.
# Click Save.
# Open the action menu for the email in draft communication status.
# Issue: The Delete option is displayed twice in the action menu.

**Resolution:**
The issue has been resolved and only one Delete action now displays within the action menu for an email communication that has a draft communication status. 
"
SPM-124314,PO09765,Gantt chart in Service Plans is not rendered correctly,ENT,Service Planning,,,"**Issue Description:**
A Gantt chart in Service Plans is not rendered correctly when the expected end date of a goal is set to a future year.

**User Interface Impact**: No

**Prerequisite(s):**
 # Log in as a system administrator.
 # Click Property Administration below Application Data in the shortcuts panel.
 # Enter 'curam.cfss.ccs.common.plan.indicator' in the Name field and click Search.
 # Use the Edit Value row-level action to update the value of the returned property to 'true' and click Save.
 # Use the Publish page action to publish the changes.

**Steps to Reproduce:**
 # Log in as a Child Welfare caseworker.
 # Register a new Person.
 # Use the New Case tab action to create a new Ongoing Case for the person.
 # Navigate to the Plan tab and click Service Plans.
 # Click New to add a Service Plan.
 # Select the registered person as the participant and select the type as 'Child Protection and Welfare'.
 # Click 'Save & Use Template'.
 # Select 'Family Services' as the template and click Save.
 # Click Mentorship within 'Child and Adolescent Activities'.
 # Use the Edit tab action menu to update the expected end date year to the next year and click Save.
 # Navigate back to the Service Plan home page and click the refresh icon.
 # Issue: Gantt Chart is not displayed.

**Resolution:**
The Gantt Chart is now correctly displayed. CSS properties were updated in the javascript file used for rendering the Gantt chart. 
"
SPM-124279,PO09762,Mandatory asterisks for  Skill Level and Skill Type are missing on the New Skill page,CEF,,,,"**Issue Description:**
When creating a new User Skill, the asterisk which indicates whether a form field is mandatory or not is not present for the fields Skill Level and Skill Type. These fields are mandatory and a validation message will be returned if either field is blank when submitting the form.

**User Interface Impact:** No

**Steps to Reproduce:**
# Log in as an administrator.
# Search for a User.
# Open the Skills tab in the User profile.
# Click New to open the New Skill modal.
# Attempt to save the New Skill with either the Skill Level or Skill Type as blank.
# Issue: A validation message appears indicating that these fields are mandatory, but the asterisks indicating they are mandatory are missing.

**Resolution:**
Asterisks are now displayed beside the Skill Level and Skill Type fields indicating that they are mandatory.
"
SPM-124200,PO09737,Labels on New Names evidence modals are incorrectly aligned,Look and Feel,,,,"**Issue Description:**
The required field labels on the New Names evidence modal are incorrectly aligned.

**User Interface Impact:** No

**Steps to Reproduce:**
 # Log in as a caseworker.
 # Register a new Person.
 # Navigate to the Evidence tab and click the New page action.
 # On the New Evidence modal, select the Add row-level action for Names evidence.
 # Issue: The required fields are indented and misaligned from the other field labels.

**Resolution:**
All labels on the New Names evidence are correctly aligned.
"
SPM-124194,DT036316,Administration Workspace shortcut menu fails the minimum color contrast requirements,Accessibility,,,,"**Issue Description:**
When shortcut menu items in the Administration Workspace are selected, they fail the minimum color contrast requirements.

**User Interface Impact:** No

**Steps to Reproduce:**
 # Log in as an administrator.
 # Navigate to the Administration Workspace.
 # Expand the Shortcuts menu and navigate to an option in one of the categories.
 # Verify the contrast between the text and the background color.
 # Issue: The contrast ratio between the text and the background is only 3.04:1, which is below the minimum required color contrast.

**Resolution:**
Administration Workspace Shortcut menu items now have an acceptable color contrast ratio when selected. 
"
SPM-123977,PO09705,Administrator is not navigated to User Home page after creating a new user,CEF,Administration Suite,,,"**Issue Description:**
The user home page is not opened in a new tab as expected when an administrator creates a new user.

**User Interface Impact:** No

**Steps to Reproduce:**
# Log in as an administrator.
# Select New User below Users in the shortcuts panel.
# Fill in all the mandatory details.
# Click Save.
# Issue: The home page of the newly created user is not opened in a new tab as expected.

**Resolution:**
This issue is now resolved. The user home page of a newly created user now opens in a new tab.

**Technical:**
Updated the save action to link to the Organization_userHome when a new user is created, hence a new user home page tab with user details is opened when a new user is created. 
"
SPM-123800,DT032834,Nominee destination bank account not created automatically during case creation when only one active bank account exists for the nominee,ENT,Financial Management,,,"**Issue Description:**
When registering a product delivery, the case nominee creation logic sets the destination for both the bank account and address. The logic for determining the destination bank account looks for the bank accounts associated with the client. If there is just one bank account, this is set as the destination. If there is more than one, then the system cannot decide which bank account to set as the destination, and this step needs to be carried out manually by the caseworker.

Currently, the logic does not exclude bank accounts that are end-dated from the list. This results in the need for a caseworker to manually identify the destination bank account in scenarios where there is only one active bank account that could be automatically set during case creation.

**User Interface Impact:** No

**Steps to Reproduce (Generic):**
 # Log in as a caseworker.
 # Register a new Person (Robert Smyth).
 # Click the Evidence tab and select the New page action.
 # On the New Evidence modal, select the Add row-level action for the Bank Accounts evidence.
 # On the New Bank Accounts modal, add the mandatory details. Also, specify an end date in the past and leave the Preferred indicator unchecked.
 # Click Save.
 # Add a second Bank Account with a start date in the past, no end date, and check the Preferred indicator.
 # Click Save.
 # Click the Care and Protection tab.
 # Select Cases and click the New page action.
 # Create an integrated case for the client.
 # Add the necessary evidence and activate it.
 # Create an associated product delivery, ensuring to select an EFT delivery pattern.
 ** A case nominee is created but no destination bank account is set because the nominee has more than one bank account.
 # Add the necessary certification to the product delivery.
 # From the tab actions menu on the product delivery, select Submit for Approval.
 # On the Submit Case for Approval confirmation dialog click Yes.
 # Issue: The following exception is thrown - 'The case cannot be approved as the Nominee Robert Smyth has no bank account'.

**Resolution:**
No validation message is now displayed and the case can be submitted for approval.

The logic for creating a case nominee during the creation of a product delivery case now excludes end-dated bank accounts when determining what bank accounts can be used as the destination for EFT payments. 
"
SPM-122263,PO09316,Paragraph spacing issues in Contact Log PDFs generated in Child Welfare Intakes,SOL,Child Welfare,,,"**Issue Description:**
When creating a contact in the Contact Log, narrative text is entered. Currently when generating a PDF of the Contact Log in a Child Welfare Intake case, the spacing for the narrative text does not match the spacing of the narrative that was entered into the contact. After each paragraph there is an additional empty line included.

**User Interface Impact:** No 

**Steps to Reproduce:**
# Login as Child Welfare intake worker.
# Create an Intake case.
# Create a contact.
# Add narrative text with multiple lines of text. Save.
# From the Contact Logs list page, select Preview Selected Contacts. Notice the line spacing.
# Click on Print Log. This produces a PDF.
# Open the contact log PDF and check the spacing of the lines in the PDF vs. the display in the application.
# Issue: The spacing displayed in the generated contact log PDF does not match application and displays extra blank lines.

**Resolution:**
The narrative text included in the generated PDF for the contact log now matches the formatting applied to the narrative text when entered in the application, with all empty lines removed.

**Technical:**
While converting the html to text, an extra line is added after each paragraph and this has now been removed from the content that is included in the generated Contact Log PDF.
"
SPM-121690,PO09181,Member who was end dated and later re-added to integrated case shows up twice on the context panel,CEF,Integrated Case Management,Common,,"**Issue Description:**
When a case member in an integrated case is end-dated, and then re-added, they are appearing twice on the case context panel.

**User Interface Impact:** No 

**Prerequisite(s):**
 # Set the system date to September 1st, 2020.
 # Log in as administrator.
 # Select Integrated Cases under Case in the shortcuts panel.
 # Click on the New page action to configure a new integrated case type.
 # Provide the following details on the New Integrated Case Type modal:
 ** Name: Test IC
 ** Determine Translator Required: No
 ** Display in Participant Programs List: Yes
 ** Display in Citizen Self Service: No
 ** Display in My Cases filter: Yes
 ** Display in Case Search filter: Yes
 ** Appealable: No
 ** Members Only for Contact Log: No
 ** Ownership Strategy: Blank
# Click Save.

**Steps to Reproduce:**
 # Log in as a caseworker.
 # Register one adult and one child.
 # Create a parent/child relationship between the two.
 # Create a new integrated case of the newly configured type for the adult.
 # Click on the Participants tab on the integrated case.
 # On the Case Members list, select the New page action.
 # Search for the child and add them to the case.
 # Move the server date forward to October 1st, 2020.
 # Navigate to the integrated case's Participants tab.
 # Select the Edit row-level action for the child.
 # Add an end date of September 20th, 2020 specifying the Reason as 'Moved away'.
 # Re-add the child as a new case member on September 29th, 2020.
 # Issue: The child who has been end-dated and re-added as a member of the integrated case displays twice in the context panel.

**Resolution:**
This issue has been resolved and a case member who has been end-dated and re-added to an integrated case now only displays once on the case context panel. 
"
SPM-121673,,Update the File Edit Extension from MV2 to MV3,Third Party Updates,,,,"Social Program Management uses a Google Chrome browser extension that enables users to edit Microsoft Word documents through the application. Google is updating its extension platform from Manifest Version 2 (MV2) to Manifest Version 3 (MV3) and the changes will impact all Social Program Management customers that use the Word editing feature in a Chrome-based browser.

Customers must update browsers and roll out the new extension to all clients that use the Word Integration Assistant for editing Word documents in SPM. The Google Chrome MV2 support timeline states that from January 2023, MV2 extensions will no longer run in Chrome.

The following steps need to be completed on each client environment:
 # Update the user?s browser to Chrome version 104 or Edge version 104 or later.
 # Install the 'SPM File Edit Native Messaging Bridge' extension from the Chrome Web Store.
 # Update the Cúram Word Integration installer to use the version included with this release.

The new version of the Cúram Word Integration installer is delivered in this release at the following location:
* CuramCDEJ/lib/curam/installers/IBMCuramWordIntegrationAssistant.msi
"
SPM-121480,PO09143,"After closing a search modal that was opened from another modal, an incorrect field is in focus",Accessibility,,,,"**Issue Description:**
After returning from a search that is initiated from a pop-up modal, such as when adding Relationships evidence for a person, the focus does not remain on the field the search was initiated from.  

**User Interface Impact:** No

**Steps to Reproduce:**
 # Log in as a caseworker.
 # Register a new Person.
 # Navigate to the Evidence tab and click the New page action on the Evidence list page.
 # Scroll down to Relationships in the New Evidence modal and select the Add row-level action.
 # On the New Relationships page, select the case participant. On the Participant field, select the search icon.
 # Enter the name of any existing person (Smith, for example) and click Search. Then select a result.
 # Issue: When you are returned to the New Relationships modal dialog, the search icon is in focus instead of the clear icon.

**Resolution:**
The clear icon beside the Participant field now remains in focus when the search dialog is closed.
"
SPM-121098,PO09050,Payments can be generated on product delivery cases that have been suspended and manually reassessed prior to initial activation,ENT,Financial Management,,,"**Issue Description:**
Financial payments are intended to only be generated on a product delivery case after it has been initially approved and activated. If a product delivery case is suspended before initial activation and manually reassessed, financial payments can then be incorrectly generated on the case.

**User Interface Impact:** No

**Steps to Reproduce (Generic):**

**Scenario 1 (CER product):**
 # Log in as a caseworker.
 # Register a new Person.
 # Create an integrated case for the person.
 # Add evidence to the case to make the client eligible. Apply changes.
 # Add an associated product delivery to the integrated case.
 # Add certification to the product delivery if required.
 # Suspend the product delivery.
 # Click on the Determinations tab.
 # Use the Reassess page action to manually reassess the case.
 # Click on the Financials tab and use the Issue Financials page action to issue a payment.
 # Issue: A payment is incorrectly issues on the product delivery case which has not yet been activated.

**Scenario 2 (Classic product):**
 # Log in as a caseworker.
 # Register a new Person.
 # Create an integrated case for the person.
 # Add evidence to the case to make the client eligible. Apply changes.
 # Add an associated product delivery to the integrated case.
 # Add certification to the product delivery if required.
 # Suspend the product delivery.
 # From the product delivery home page, select the Reassess page action.
 # Specify the From and To dates and click Save.
 # Click on the Financials tab and use the Issue Financials page action to issue a payment. 
 # Issue: A payment is incorrectly issues on the product delivery case which has not yet been activated.

**Resolution:**
Payments can no longer be issued on product delivery cases that have been suspended prior to initial activation. The issue was resolved by introducing a new validation to prevent a user from manually reassessing a suspended product delivery case that was never in an active state. If a caseworker attempts to do this now on either a CER or Classic case, the following validation message is presented:

'Case 'X' could not be reassessed as it has never been activated and it currently has a status of Suspended.'
"
SPM-119552,PO08830,Screen reader incorrectly announces on the Next Page and Last Page icons,Accessibility,,,,"**Issue Description:**
When list pagination is enabled on search results, arrow icons used to navigate across the search results list pages are incorrectly announced by the screen reader.

**User Interface Impact:** No

**Prerequisite(s):**
 # The search results should return over 20 records.
 # The page size for the results should be set to display a minimum number of records (15).

**Steps to Reproduce:**

**Scenario 1:**
 # Enable a screen reader.
 # Log in as a caseworker.
 # Perform a case search that returns more than 15 cases.
 # Use the Tab key to navigate to the Next Page and Last Page icons.
 # Issue: Notice that the screen reader announces 'graphic on mouse hover' on the Next Page and Last Page icons.
 # Navigate to the second page.
 # Use the Shift + Tab key to select the left arrow icons.
 # Issue: Notice that the screen reader announces 'graphic on mouse hover' on the Previous Page and First Page icons.

**Scenario 2:**
 # Enable a screen reader.
 # Log in as a system administrator.
 # Click System Configurations and expand the shortcuts panel.
 # Expand the Application Data section and click Property Administration.
 # Search for the word ?evidence?. This will result in pagination when the search results are displayed.
 # Use the Tab key to navigate to the Next Page and Last Page icons.
 # Issue: Notice that the screen reader announces 'graphic on mouse hover' on Next Page and Last Page icons.
 # Navigate to the second page.
 # Use the Shift + Tab key to select the left arrow icons.
 # Issue: Notice that the screen reader announces 'graphic on mouse hover' words on the Previous Page and First Page icons.

**Resolution:**
The correct announcements are now made by a screen reader when tabbing across the pagination arrow icons. For more information, see the Pagination section in the Web Client Reference Manual."
SPM-119379,PO08803,curam.environment.internal.timeout.warning.modal.logoutpage not working as expected,CEF,,,,"**Issue Description:**
In Social Program Management when the session timeout is customized as described in the product documentation, the session timeout triggers correctly and the warning modal is displayed. However, on expiration of the warning the custom logout page does not display. See the //Customizing the session timeout warning in the caseworker application// section in the //Web Client Reference Manual//.

**User Interface Impact:** No

**Steps to Reproduce:**
 # Create and configure a custom logout page as described in the product documentation.
 # Log in as a caseworker.
 # Wait for the session timeout page to appear.
 # Wait for the countdown to complete without interaction with the application.
 # Issue: The custom logout page is not invoked.

**Resolution:**
The session time-out logic has been fixed to allow the custom logout page to be displayed.
"
SPM-118651,PO08723,"Payment Correction cases contain incorrect references to sample UIM pages under the Financials tab. ",CEF,Integrated Case Management,Common,,"**Issue Description:**
Under the Financials tab on Payment Correction cases sample UIM pages are incorrectly referenced. 

**User Interface Impact:** No

**Prerequisite:**

1. Remove the //sample component// before building the project.

**Steps to Reproduce (Generic):**
 # Log in as a caseworker.
 # Register a new Person.
 # Create an integrated case for the person.
 # Add the necessary evidence to make the person eligible and activate it.
 # Add an associated product delivery to the integrated case, payable 'Weekly By Cash In Advance'.
 # On the product delivery, select the Administration tab, User Roles section and select New Supervisor action and add the caseworker. 
 # Submit and activate the product delivery.
 # Click the Financials tab and select Transactions.
 # Use the Issue Payment page action to generate a payment.
 # Modify the certification on the product delivery and move the certification from date forward by 4 or more days. 
 ** Note that an associated overpayment (Payment Correction) is created.
 # Now modify the certification from date back to its original value. 
 ** Note that an associated underpayment (Payment Correction) is created.
 # Navigate to the Payment Correction underpayment case.
 # On the Payment Correction underpayment case, select the Administration tab, User Roles section and select New Supervisor action and add the caseworker. 
 # Submit, approve, and activate the case. 
 ** Doing this will result in a new underpayment (RBU) financial component being created.
 # Click the Financial tab on the Payment Correction underpayment and select Deductions and view Current Deductions and Deductions History.
 # The page does not load as the application was referencing a sample UIM page, which doesn't exist now, as the sample component was removed in the prerequisite(s) step.
 # Issue: Since Payment Corrections isn?t a sample case it shouldn?t be referencing sample UIMs.

**Resolution:** The necessary sample UIM content that was being referenced by pages in the core component has been moved to the core component and references to it have been updated in instances where this content has been renamed.

 

 "
SPM-116814,PO08454,Screen reader is not reading the Active Evidence headers on an Income Support Integrated Case in the correct order,Accessibility,,,,"**Issue Description:**
When a supported screen reader is used by an eligibility caseworker to navigate to an Income Support integrated case, the Active Evidence column headings are not read in the correct order by the screen reader.
 
**User Interface Impact:** No

**Steps to Reproduce:**
 # Enable a screen reader.
 # Log in as an eligibility caseworker using a supported browser.
 # Register a person and create a Food Assistance application case and authorize it.
 # Navigate to the Person?s Income Support integrated case and click the Evidence tab.
 # Select the 'Active Evidence' page.
 # Tab slowly through to the inline action menu, next to the refresh and printer icons, and then navigate slowly using the down arrow key twice. The table summary with fields is now read by the screen reader.
 # Issue: Instead of reading ?Type',  the ?Participant? column heading name is read first by the screen reader.

**Resolution:**
The screen reader announces the table columns in the correct order. The Summary.Active.Evidence property under Evidence_workspaceActiveHighLevelView.properties file has been updated with the correct table order.
"
SPM-116224,,Grey icons don't have sufficient contrast in High Contrast mode,Accessibility,,,,"**Issue Description:**
 In High Contrast mode, the grey icons don't have sufficient contrast against a black background and are difficult to see.

**User Interface Impact:** No

**Prerequisite(s):**
# Windows machine with High Contrast Mode turned on.

**Steps to Reproduce:**
# Log in as an Insurance affordability caseworker.
# Register a person and submit an Insurance Affordability Application.
# Issue: The refresh and print Icons are difficult to see.

**Resolution:**
Icons now have sufficient contrast against a black background and are visible in High Contrast mode. 
"
SPM-115759,,End dated or closed bank account being set as the nominee bank account,ENT,Financial Management,,,"**Issue Description:**
When a product delivery case is created, case nominee creation logic sets the destination for both the bank account and address for the nominee. The logic for determining the destination bank account looks for the bank accounts associated with the person serving as the nominee. If there is just one, then this bank account is set as the destination bank account even if it is not an active bank account. When the case is then submitted for approval, no validation is thrown to prevent the approval of the case and the use of the end-dated bank account as the nominee's destination bank account.

**User Interface Impact:** No

**Steps to Reproduce (Generic):**
 # Log in as a caseworker.
 # Register a new Person (Robert Smyth).
 # Click the Evidence tab and select the New page action.
 # On the New Evidence tab select the Add row-level action for the Bank Accounts evidence.
 # Add the mandatory details, including an end date in the past.
 # Click Save.
 # Click the Care and Protection tab.
 # Select Cases and click the New page action.
 # Create an integrated case for the client.
 # Add the necessary evidence and activate it.
 # Create an associated product delivery, ensuring to select an EFT delivery pattern.
 ** A case nominee is created and a destination bank account is set to the bank account created in steps 4 and 5.
 # Add the necessary certification to the product delivery.
 # From the tab actions menu on the product delivery, select Submit for Approval.
 # On the Submit Case for Approval confirmation dialog click Yes.
 # Issue: No validation is thrown to indicate that the bank account that has been set as the nominee's destination bank account is end-dated.

**Resolution:**
A validation message 'The case cannot be approved as the Nominee Robert Smyth has no bank account.? is now displayed to indicate that the bank account that has been specified for the destination bank account cannot be used and to prevent the case from being submitted for approval.

The logic has been updated to now check that the bank account status is 'Open', the record status of the bank account is 'Active', and that the end date has not been specified to some date in the past. 
"
SPM-113817,PO07813,Application Case authorization fails when a Tax Filer is changed to a Non-Filer in the Intelligent Evidence Gathering (IEG) script,SOL,Income Support HCR,,,"**Issue Description:**
When creating an application for Insurance Affordability, tax filer information can be entered for the applicants. When an applicant's information is changed from being a Tax Filer to a Non-Filer in the application script, a failure then occurs when attempting to authorize the application case.

**User Interface Impact:** No

**Steps to Reproduce:**
 # Log in as an Insurance Affordability caseworker.
 # Register a new Person.
 # Select New Application Form from the Person home page.
 # Fill out the application for 2 siblings.
 # On the Tax Filer Information page set the first sibling as a Tax Filer and the second sibling as a Tax Dependent of the first sibling.
# On the Income Page select No to income for both siblings. 
 # Populate the mandatory fields on the remaining application page. 
 # On the Summary page, in the Additional Income Information section, Tax Filing Information cluster, click the Change row level action for the first sibling and set the sibling to a Non-Filer by unselecting the checkbox.
 # On the Tax Dependent Information page select No to the tax dependent question for both siblings.
 # Continue through the application populating the mandatory fields and submit the application
 # Open the resulting application case and authorize it.
 # Issue: The following validation message prevents authorization 'Parent evidence Tax Filing Status must be specified.'

**Resolution:**
The application case can now be authorized. The IEG script for the application now correctly updates the status of the Tax Dependent when the Tax Filer is changed to be a Non-Filer."
SPM-106691,PO07259,The refresh icon on the search page does not work after performing a search,Accessibility,,,,"**Issue Description:**
The Refresh and Print widget is used as a toolbar on many pages across the application. (It sometimes also includes the Help button.) When a user selects the Refresh action on Search pages, depending upon the state of the search it may not perform the action of refreshing the page. The issue occurs when no results are returned or if results are returned.

**User Interface Impact:** No

**Steps to Reproduce:**

**Scenario 1:**
 # Log in as an Income Support worker.
 # On the Home tab in the Find Client pod, enter search details such as Last Name 'abcdef', then click Search.
 # When the Search Results page opens, click on Search.
  # Issue: Whether the search is successful, clicking the Refresh button does not refresh the entered search criteria.

**Scenario 2:**
 # Log in as a caseworker.
 # Select Searches then Cases, enter any search details, then click Search.
 # Issue: Whether the search is successful, clicking the Refresh button does not refresh the entered search criteria.

**Resolution:**
Now after a search completes, when the user hovers the cursor over the Refresh button, a 'Refresh disabled' message is displayed along with a red strikethrough icon to alert the user that the refresh option is not available. To refresh after completing a search, click Reset where available.
"
SPM-105222,"PO07104, DT034667",Downloading a file on an expanded inline page clears the content on the expanded inline page,CEF,Application Development Environment,,,"**Issue Description:**
When a file is downloaded from an expandable list row, the content of the expanded inline page is cleared.

**User Interface Impact:** No

**Steps to Reproduce:**
 # Log in as an administrator.
 # Select Scripts under Intelligent Evidence Gathering in the shortcuts panel.
 # Select Search.
 # Expand a row to reveal its inline page.
 # In the action menu for the expanded row select Download.
 # Issue: The contents of the inline page are cleared.

**Resolution:**
The JavaScript called upon selecting Download has been updated to ensure the contents of inline pages are no longer cleared."
