TICKET,APAR,SUMMARY,COMPONENT,SUBCOMPONENT1,SUBCOMPONENT2,SUBCOMPONENT3,RELEASE_NOTE
SPM-128297,DT036713,Dynamic evidence initialization - ThreadLocal issue causes error for dynamic evidence pages,CEF,Technical Services,Client Development Environment,Infrastructure,"*Issue Description:*
In certain initialization instances, the dynamic evidence cache can become out of sync and result in a dynamic evidence error on the screen. The asynchronous nature of this problem means that it will only occur intermittently and cannot be reproduced on demand.

*User Interface Impact:* No

*Steps to Reproduce:*

This was reproduced on a single-pod development environment:

# Start up a new pod on Websphere Liberty Profile (Only).
# Open a person home page.
# Navigate to the Evidence tab.
# Issue: Expand one of the dynamic evidence line items (Addresses, Bank Account, Contact Preferences, Gender Details, etc). If the newly started pod serves this request and uses the same thread which was used to start the applicationController, the error will occur:
## The dynamic evidence page will fail to open and display the usual 'This page could not be displayed...' message.
## The server log will contain this message followed by several stack traces: curam.util.common.domain.DomainException: ERROR: Domain definition initialization failed before loading 'DynEvdDomains.xml'. (-121726)_._
## The server log will also contain 404 messages related to each dynamic evidence page it attempts to display. For example: Caused by: java.io.FileNotFoundException: JSPG0036E: Failed to find resource /jsps/dyne/DynEvd_create_PDC0000256_19000103_false_Evidenc0.jspx.



The affected pod does not recover from this initialization problem and will not be able to serve any dynamic pages thereafter. The affected pod must be restarted to clear the problem.

*Resolution:*
Error has been resolved by addressing initialization steps to expedite the initialization of dynamic evidence.

"
SPM-128291,DT036711,At server startup when two different evidences are accessed at the same time a conflict can occur leading to a SAX parse error,CEF,Application Development Environment,Client Development Environment,Infrastructure,"*Issue Description:*
At server startup when two different evidences are accessed at the same time a conflict can occur leading to a SAX parse error.

*User Interface Impact:* No

*Steps to Reproduce:*

The asynchronous nature of this problem means that it will only occur intermittently and cannot reliably be reproduced on demand.

# Start up a server.
# Open two browsers and navigate to the server just started.
# In each browser search for a person and open their page.
# In each browser navigate to their Evidence tab.
# In one browser expand the 'Addresses' evidence - do not wait for it to open, proceed to the following step as quickly as possible.
# In the other browser expand the 'Birth and Death Details'.
# Issue: If the thread race error occurred, one of the evidence screens will fail to display and instead 'The page you have requested is not available.' will be displayed. Workaround: The affected JVM must be restarted to clear the issue.

*Resolution:*
Multiple threads now initialize different evidence pages in an orderly way ensuring that the different evidence pages get added to the cache correctly.

"
SPM-128130,DT036701,IndexOutOfBoundsException when applying evidence,CEF,Integrated Case Management,Evidence Maintenance,,"*Issue Description:*
Using classic rules, when evidence is applied and the to date of the evidence is after the expected end date of the underlying product delivery case, there is logic to remove this evidence attribution from consideration. There is a coding issue where if only one record exists and it is to be removed, an index-out-of-bounds exception occurs.

*User Interface Impact:* No

*Steps to Reproduce:* N/A

*Resolution:*
The logic in question has been rewritten so that an index-out-of-bounds exception can no longer occur.

"
SPM-127384,DT036777,Long page titles or zooming can cause a scrollbar to appear in the page actions area that is not selectable with a mouse,Look and Feel,,,,"*Issue Description:*
When the length of the title in the main content area exceeds the space available, horizontal scrolling is required to reach the action buttons but, the scrollbar cannot be selected using a mouse.

*User Interface Impact:* No

*Prerequisites:*
Ensure your operating system is set to always display scrollbars (classic scrollbars).

*Steps to Reproduce:*

# Log in as a caseworker.
# Register a new Person.
# Navigate to the Person Home tab, select the Client Contact tab and expand the Communication Exceptions section. 
# Open the shortcuts panel.
# Use browser zoom to zoom to 200%.
# Issue: The main content area header scrolls horizontally but the scrollbar cannot be selected with a mouse.

*Resolution:*
The main content area header no longer scrolls horizontally, instead, the title wraps and the actions remain in view or stacked beneath the title when space is limited. 

"
SPM-127238,DT036664,"Unable to select the last item in a multi-select, scrollable list",Look and Feel,,,,"*Issue Description:*
The last item in a scrollable, selectable list is difficult to select due to the fade-out effect at the bottom.

*User Interface Impact:* No

*Steps to Reproduce:*
There are no instances out of the box. To see this in action, a developer may do the following:

# Configure SCROLL_HEIGHT onto a UIM multi-select LIST. 
# Set the value to less than the combined height of the number of items in the list. 
# Rebuild the client application.
# Restart the application.
# Test by selecting the last item in the list.

*Resolution:*
Styles have been updated to allow the user to select the last item.

"
SPM-127115,DT036660,Focus disappears when tabbing through the application and reappears on the next element,Accessibility,,,,"*Issue Description:*
Focus disappears when navigating through the application using the keyboard.

*User Interface Impact:* No 

*Steps to Reproduce:*

*Scenario 1:*

# Log in as a caseworker.
# Register an External Party.
# Open the external party home page.
# Keep tabbing to the right drop-down arrow.
# Press the tab key once more.
# Issue: Focus disappears when the user tabs to the external party context panel.

*Scenario 2:*

# Log in as a caseworker.
# Tab to the Caseload Summary pod on the home page.
# Tab to the close 'X' button within the Caseload Summary pod. 
# Press the tab key once more. 
# Issue: Focus disappears when the user tabs to the My Cases link.

*Resolution:*
After pressing the tab key, the focus goes to the next focusable element without disappearing.

"
SPM-126687,DT036627,The list action menu icon is not displayed inside the pods on the home page,Look and Feel,,,,"*Issue Description:*
The list action menu icon is not displayed inside the pods on the home page.

*User Interface Impact:* No

*Steps to Reproduce:*

# Log in as a caseworker.
# Select the Settings icon on the top right of the home page.
# Select the checkbox beside Work Queues and save the changes. This will add the Work Queues pod to the home page.
# Select the Work Queues link on the pod.
# On the User Subscribed Work Queues page, click the Subscribe link.
# Select Search, choose a Work Queue to subscribe to, and click Save.
# Return to the home page and refresh it.
# Using the keyboard, navigate through the pods until you get to the Work Queues pod.
# Navigate to the third list column inside the Work Queues pod.
# Issue: An action menu is highlighted but there is no icon displayed for the list action menu.

*Resolution:*
The list action menu icon is now displayed inside the pods on the home page.

"
SPM-126333,DT036605,"When creating a note, the Rich Text Editor is not marked as a mandatory field",Accessibility,Application Development Environment,Core Development Infrastructure,,"*Issue Description:*
The Rich Text Editor field is not marked as a mandatory field when creating a new note in the application. The user is only informed that the Rich Text Editor field is mandatory if the note is saved with no text.

*User Interface Impact:* No 

*Steps to Reproduce:*

*Scenario 1:*

# Log in as a caseworker.
# Select ?All Participants...? in the shortcuts panel. 
# Search for an existing participant.
# On the participant home page, select the Client Contact tab. 
# Click ?New? on the Notes page.
# Fill in all required fields and click Save.
# Issue: 'Text' must be entered is displayed although there is no mandatory indicator for this field.

*Scenario 2 (Generic):*

# Log in as a caseworker.
# Register a new Person. 
# Create an integrated case for the person. 
# Navigate to the Contact tab on the case. 
# Click ?New? on the Notes page.
# Fill in all required fields and click Save.
# Issue: 'Text' must be entered is displayed although there is no mandatory indicator for this field.

*Resolution:*
The mandatory asterisk ?*? is displayed with the label for the Rich Text Editor field. 

"
SPM-126331,DT036604,Inserting non-decorative content by using the ::before and ::after pseudo-elements and the 'content' property in CSS is not compliant with accessibility standards,Accessibility,,,,"*Issue Description:*
The mandatory field icon is inserted onto the page using the ::after pseudo-element. Inserting the icon on the page using this technique is not compliant with accessibility standards.

*User Interface Impact:* No

*Steps to Reproduce:*

# Log in as a caseworker.
# On the application home page, select the ?Change my Password?? link in the Quick Links pod.
# Right-click on the asterisk beside one of the mandatory fields and select Inspect to open the Dev Tools Inspector.
# Issue: The mandatory field asterisk is rendered using the CSS ::after pseudo-element.

*Resolution:*
The mandatory field icon is no longer rendered using the CSS ::after pseudo-element.

"
SPM-125802,DT036311,IEG left-hand side navigation panel scrolls based on the size of the main page content,CEF,Intelligent Evidence Gathering,,,"*Issue Description:* 

The left-hand navigation on IEG Forms is tied to the number of fields on the main navigation page. So in cases where there is a small number of fields on the main page for example Absent Parent, not all options on the left-hand navigation section display.

*User Interface Impact:* No

*Steps to Reproduce:*

# Log in as an Income Support caseworker.
# Register a new Person.
# Create an Income Support application.
# Complete all mandatory details on the application, until you reach the ?Absent Parent Information? page.
# Issue: When the scroll bar is at the top, the last item listed on the left-hand side navigation panel is Expenses and the Finish section is not displayed.

*Resolution:*
When the scroll bar is at the top, all sections are now visible in the left-hand side navigation panel.

"
SPM-124869,DT036840,Duplicate records on pending application forms on multi-locale platform builds,ENT,Common Intake,,,"*Issue Description:*
When an application form is created for a person in a multi-locale deployment, multiple pending applications are listed, one for each locale.

*User Interface Impact:* No

*Steps to Reproduce:*

# Log in as a caseworker.
# Register a new Person.
# From the person tab-level menu, select New Application.
# Select a new application from the list shown on the application form page and click Next.
# On the first page of the application, enter the mandatory details and click 'Save and Exit'.
# Issue: Multiple pending applications are listed on the Pending Applications list page, one for each locale.

*Resolution:*
Now the Pending Applications list page correctly displays only one application form.

"
SPM-124644,,A modal page closes when the Escape key is used to close a drop-down inside the modal,CEF,Application Development Environment,Client Development Environment,Accessibility,"*Issue Description:*
When using the Escape key to close a drop-down field in a modal, the modal is also closed.

*User Interface Impact:* No

*Steps to Reproduce:*

# Log in as a caseworker.
# Register a new Person.
# Select 'New Case' from the tab actions menu.
# Select the Type drop-down to expand the case type field.
# Press the Escape key to close the drop-down.
# Issue: When using the Escape to close the drop-down, the modal closes.

*Resolution:*
When using the Escape key to close a drop-down inside a modal, the drop-down closes and the modal remains open.


"
SPM-121748,,Asterisk is not visible for mandatory fields when high contrast mode enabled,Accessibility,,,,"*Issue Description:*
When high contrast mode is enabled, the asterisk is not visible beside the mandatory field labels.

*User Interface Impact:* No

*Prerequisites:*
Enable high contrast mode.

*Steps to Reproduce:*

*Scenario 1:*

# Log in as a caseworker.
# Register a person and create an integrated case.
# Open the integrated case, navigate to the Evidence tab, and select the Evidence Dashboard page.
# Create a new evidence record.
# Issue: When high contrast mode is enabled, the asterisk is not visible beside the mandatory field labels.

*Scenario 2:* 

# Log in as an eligibility worker.
# Register a new Person.
# Submit an Income Support application for Cash Assistance.
# Open the Income Support integrated case.
# Select the Evidence tab and click the New Evidence page-level action.
# On the New Evidence modal, click the Add row-level action for Disability evidence.
# Issue: When high contrast mode is enabled, the asterisk is not visible beside the mandatory field labels.

*Resolution:*
When high contrast mode is enabled, the asterisk is now visible beside the mandatory field labels.
"
SPM-120223,PO08889,Immunization record can be created prior to date of birth,SOL,Child Welfare SDM,Evidence Management,,"*Issue Description:*
When adding an Immunization record from the Medical tab of a Person's home page, the newly created Immunization record can have a date that starts before the person's date of birth.

*User Interface Impact:* No

*Steps to Reproduce:*

# Log in as a Structured Decision-Making Child Welfare intake worker.
# Register a new Person (aged 15).
# Navigate to the Person's home page.
# Select the Medical tab.
# From the page group navigation bar select Immunizations.
# Create an immunization record with a start date before the person?s date of birth. 
# Issue: No validation is thrown to prevent the immunization record from being created with a start date before the person?s date of birth.

*Resolution:*
The immunization date validation has been extended to check the immunization date entered is on or after the client?s date of birth and on or before the current date.

"
SPM-119501,PO08820,Existing third-party deduction while editing end date does not regenerate the financial component,ENT,Financial Management,Financials,,"*Issue Description:*
When an existing third-party deduction is updated and an end date set, the underlying deduction financial components are not regenerated.

*User Interface Impact:* No

*Prerequisites:*

# Log in as an administrator.
# Navigate to Deductions under the Case section in the shortcuts panel.
# Configure a deduction of type Third Party, if not already configured.
# Click the Product Delivery Cases shortcut under the Case section and select one of the products listed by clicking on the hyperlink.
# Click Financial and select Deductions.
# Use the Add Existing page-level action to add the Third Party deduction.

*Steps to Reproduce:*

# Log in as a caseworker.
# Register a new Person.
# Create an integrated case for the new person.
# Add the necessary evidence on the integrated case to make the associated product delivery eligible.
# Activate the evidence.
# Add a product delivery to the integrated case.
# Add the necessary certification, if required.
# Configure a third-party deduction on the product delivery with a start date equal to the case start date. Save and activate the deduction.
# Submit, approve and activate the product delivery.
# Generate payment.
# Now return to the deduction and deactivate it.
# Modify the deduction amount and set the end date to the case?s expected end date.
# Activate the deduction.
# Issue: No deduction financial component has been generated on the system as part of the update.

*Resolution:*
This issue is now resolved. There was a flaw in the logic that generated the deduction financial components. If it detected that a closed deduction financial component associated with a case deduction item was previously processed into an instruction line item and that this case deduction item now had an end date specified, it was removed from the list and wasn?t considered for processing. The logic has been updated so that the case deduction item is only removed if the end date of the configured case deduction is no later than the last paid to date on the case. 

"
SPM-119479,PO08819,Receiving a validation error while selecting a nominee for a service delivery,ENT,Provider Management,,,"*Issue Description:*
When a service is being assigned to a case with a start date before the current date, but the nominee (provider) for the service that is being provided has a start date of the current date, the following validation is displayed, ?The nominee start date must be on or before the from date of Service Authorization Line Item?. 

*User Interface Impact:* No 

*Prerequisites:* 

# Log in as an administrator. 
# Select Integrated Cases under Cases in the shortcuts panel.
# Select New and create a new Integrated Case type, for example, Service Delivery Case.

*Steps to Reproduce:*

# Log in as a caseworker.
# Register a new Person.
# Create a new Integrated Case of type Service Delivery for the person. 
# Move the system date forward one day.
# Log in as a Provider Management Resource Manager.
# Enroll a Provider, entering mandatory details as needed.
# Add a service, for example, House Care for the provider. Set the Start Date as the current date.
# Log in as a caseworker.
# Navigate to the home page of the Service Delivery Case for the client registered above. 
# Select the Services tab and click New.
# Search for the House Care service, enter units as 1, enter a reason, leave the nominee empty and select Next. Select yesterday as the Start Date and click Finish.
# Navigate to the home page of the Service by clicking the name of the service on the Service Delivery Case home page.
# From the page level actions, select Submit and complete this action.
# Navigate back to the Service Delivery Case and select the Services tab. 
# Click the Edit row-level action for the service. In the Nominee field, select Provider from the drop-down, click the search icon and search for the provider enrolled above. Click Save and observe the validation.
# Issue: The following validation is displayed ?The Nominee start date, <date>, must be on or before the From date of the service authorization line item, <date>?.  

*Resolution:*
A new configurable validation has been introduced that will allow system administrators to configure whether or not this validation is displayed. The validation reference is serviceauthorization.err&#95;servicerauthorization&#95;xrv_nominee&#95;start&#95;date&#95;after&#95;from&#95;date|b|. This validation is enabled by default, it can be disabled in the Validation Configuration section of the System Administration application.  



"
SPM-117819,PO08613,"While using a screen reader to navigate a modal where a value has been populated through a search process, the focus goes to the clear button (X) and skips the input field",Accessibility,,,,"*Issue Description:*
While using a screen reader to navigate a modal where a value has been populated through a search process, the screen reader is unable to announce the value of the populated field, the focus goes to the clear button (X) and skips the input field that was populated through the search process.

*User Interface Impact:* No

*Steps to Reproduce:*

*Scenario 1:*

# Enable a screen reader.
# Log in as a caseworker.
# Register a new Person.
# Navigate to the Calendar tab.
# Select New Activity from the actions menu.
# On the New Activity modal, tab to the Client search field. 
# Click the search icon to open the Person Search modal, search for and select the person registered in step 3. 
# Issue: The screen reader does not announce the selected value in the Client input field. 

*Scenario 2:*

# Enable a screen reader.
# Log in as a caseworker.
# Register a new Person.
# Navigate to the Inbox tab.
# Select New Task from the actions menu.
# On the New Task modal, tab to the Case Participant search field.
# Click the search icon, search for and select the person registered in step 3.
# Issue: The screen reader does not announce the selected value in the Case Participant input field.

*Resolution:*
This has been resolved, the screen reader now announces the value in the field that was populated through a search process on returning to the modal and navigating through the screen.
"
SPM-115910,PO08248,An unhandled server exception occurs on the person home page when multiple primary employments exist,SOL,Income Support CGISS,,,"*Issue Description:*
An unhandled server exception error occurs on the person home and participant details pages when multiple primary employment records exist for the person and new employment details are added with the primary employer indicator set using the add member-guided change.

*User Interface Impact:* No

*Steps to Reproduce:*

# Log in as an Income Support caseworker.
# Register a person (Person 1) and submit an Income Support application.    
# Register a second person (Person 2).
# From person 2?s home page, navigate to the Participant Details tab and then the Employment section.
# Create a new employment record, the employment details default to being the primary employment record regardless of whether the indicator is selected. 
# On the application for Person 1, select Guided Change from the tab menu and then select Add a Member.
# Search for Person 2, add the required details, and on the Employment Details step of the wizard select Paid Employment.
# Search for an employer and add the necessary details, ensuring to set primary employment to ?true?. Click Add Employment and complete the wizard.
# Issue: Navigate to the home page of Person 2 and an unhandled server exception will be displayed.

*Resolution:*
When a new employment is added through the ?Guided change add a member? business process, saving the evidence will set the new employment as primary and the existing one as non-primary if the Set as primary employment checkbox is selected. Additionally, to indicate the employer is primary the ?Primary? text is appended to the Name on the employment details and summary step of the wizard.



"
SPM-115780,DT036736,Text pasted into the Smart Panel field of the Intake Assistant is duplicated,SOL,Child Welfare,,,"*Issue Description:*
In Cúram, when copying and pasting the text into the Smart Panel field of the Intake Assistant, the pasted text is duplicated.

*User Interface Impact:* No

*Steps to Reproduce:*

# Log in as a Child Welfare intake worker.
# Navigate to New Intake under Quick Links on the home page.
# Create a new Intake.
# Navigate to the Smart Panel on the Intake Assistant.
# Paste text into the Smart Panel text editor.
# Issue: The pasted text is duplicated, that is, the content appears twice in the Smart Panel text editor.

*Resolution:*
The pasted text is now added to the Smart Panel text editor once and displays correctly. 

"
