TICKET,APAR,SUMMARY,COMPONENT,SUBCOMPONENT1,SUBCOMPONENT2,SUBCOMPONENT3,RELEASE_NOTE
SPM-125548,DT036293,Session timeout warning modal displays two primary buttons,CEF,Application Development Environment,Client Development Environment,,"**Issue Description:**
Both action buttons on the session timeout warning modal display as primary actions.

**User Interface Impact:** No

**Steps to Reproduce:** 
# Log in as a Caseworker.
# Wait until the session timeout triggers and displays  the  session timeout warning modal.
# Issue: Both the  'Stay logged in' and 'Log out' action buttons display as primary actions.

**Resolution:**
Only 'Stay logged in' displays as the primary action on the session timeout warning modal.
"
SPM-125242,,SPM Components update to Carbon 11,CEF,Application Development Environment,Client Development Environment,,"The version of Carbon has been upgraded from version 10 to version 11?.

In Carbon version 11, the CSS class name prefix 'bx' has changed to 'cds'. For example bx-{-}cluster has changed to cds{-}-cluster.

Users of customized CSS should review their customizations to assess if they are impacted by this change.
"
SPM-125169,,AES - Period of Interest 15 months - need to convert to a configurable property,ENT,Evidence Broker,,,"**Issue Description:**
Evidence sharing is configured to share any end-dated evidence when the end date falls within 15 months of the case start date. It is not possible to configure this value.

**User Interface Impact:** No

**Steps to Reproduce:** N/A

**Resolution:**
A new system property has been added to allow this behaviour to be configured. The default value for this property remains at 15 months so no updates are required to maintain the existing behaviour. "
SPM-125115,DT036255,View All Milestones modal may wrap text depending on size of browser window,Look and Feel,,,,"**Issue Description:**
The content of the Milestones modal is wrapping.

**User Interface Impact:** No

**Steps to reproduce:**
# Open a browser that is reasonably wide but not the full width of the screen. 
# Log in as caseworker.
# Register a Person.
# From the tab action menu of the Participant Data Case, select 'New Application...'.
# Complete and submit the intake application.
# Go to the Application case and Verify the outstanding verifications.
# From the tab action menu of the Application case, select 'Check Eligibility...' and then authorize the application.
 # Open the Integrated case select the Administration tab and click  Milestones and then 'New...'
 # Add an Inconsistency Period milestone. Note that the Name should not be wrapped. 
 # Click View All... to open the Milestones modal. Note that the Name is wrapped. 
 # Issue: The size of the milestone modal is causing the content to wrap.

**Resolution:**
The Milestones modal has been increased in size reducing the chances of content wrapping.
"
SPM-124603,,Remove remaining artifacts of  the legacy Employment Contribution Entities feature,Code Removal,,,,"All of the entities and most of the code artifacts that enabled customers to implement contribution-based solutions in employment areas such as pensions and unemployment insurance tax that were deprecated in v7.0.0.0 were removed in v8.0.0.0. However, there were some struct classes associated with this feature which were not removed in the v8.0.0.0 release. These are now removed.

For more information about the artifacts that are removed and modified as part of this code removal process, see the //Merative Social Program Management 8.1.0.0 Code Removals// PDF document that is attached to these release notes.
[Merative SPM Code Removals 8.1.0.0|https://curam-spm-devops.github.io/wh-support-docs/pdf/releasenotes/SPM_CodeRemovals_810.pdf]
"
SPM-124580,,Remove the deprecated Generic Search Server (GSS) feature and related artifacts from the Social Program Management (SPM) Deliverable,Code Removal,,,,"The entities and code artifacts for the Cúram Generic Search Server that were deprecated in v7.0.0.0 have now been removed. All of the references to this feature in the SPM documentation have also been removed.

For more information about the artifacts that are removed and modified as part of this code removal process, see the //Merative Social Program Management 8.1.0.0 Code Removals// PDF document that is attached to these release notes.
[Merative SPM Code Removals 8.1.0.0|https://curam-spm-devops.github.io/wh-support-docs/pdf/releasenotes/SPM_CodeRemovals_810.pdf]
"
SPM-124578,,Remove the deprecated Oracle Warehouse Builder (OWB) and DB2 ETLs from the Social Program Management (SPM) Deliverable,Code Removal,,,,"The code artifacts associated with the Oracle Warehouse Builder (OWB) and Db2 ETLs that were deprecated in v7.0.0.0 have now been removed. All of the references to these ETLs in the SPM documentation have also been removed.

For more information about the artifacts that are removed and modified as part of the code removal process, see the //Merative Social Program Management 8.1.0.0 Code Removals// PDF document that is attached to these release notes.
[Merative SPM Code Removals 8.1.0.0|https://curam-spm-devops.github.io/wh-support-docs/pdf/releasenotes/SPM_CodeRemovals_810.pdf]
"
SPM-124564,,Remove the deprecated Rich Text Editor Spell Checker feature and related artifacts from the Social Program Management (SPM) deliverable,Code Removal,,,,"The code artifacts associated with the Spell Checker feature that was deprecated in v7.0.0.0 have now been removed. All of the references to this feature in the SPM documentation have also been removed.

For more information about the artifacts that are removed and modified as part of the code removal process, see the //Merative Social Program Management 8.1.0.0 Code Removals// PDF document that is attached to these release notes.
[Merative SPM Code Removals 8.1.0.0|https://curam-spm-devops.github.io/wh-support-docs/pdf/releasenotes/SPM_CodeRemovals_810.pdf]
"
SPM-124547,,Remove the deprecated Smart Navigator Search Page Target from the Social Program Management (SPM) deliverable,Code Removal,,,,"The deprecated Person Search (P_SEARCH) smart navigator keyword and associated functionality are removed.

The following artifacts are no longer shipped:
 * Person Search (P_SEARCH) from CT_SearchTarget.ctx
 * PersonSearchrPageTargetImpl.java

For more information about the artifacts that are removed and modified as part of the code removal process, see the //Merative Social Program Management 8.1.0.0 Code Removal// PDF document that is attached to these release notes.
[Merative SPM Code Removals 8.1.0.0|https://curam-spm-devops.github.io/wh-support-docs/pdf/releasenotes/SPM_CodeRemovals_810.pdf]
"
SPM-124544,,Remove the deprecated struct class ?curam.core.facade.infrastructure.struct.EvidenceFlowDetails? from the Social Program Management (SPM) Deliverable,Code Removal,,,,"The code artifacts associated with the following deprecated struct class that was deprecated in v7.0.0.0 have now been removed. This struct class was part of the Evidence Flow feature which was removed in a previous SPM release.
 * curam.core.facade.infrastructure.struct.EvidenceFlowDetails

For more information about the artifacts that are removed and modified as part of the code removal process, see the //Merative Social Program Management 8.1.0.0 Code Removals// PDF document that is attached to these release notes.
[Merative SPM Code Removals 8.1.0.0|https://curam-spm-devops.github.io/wh-support-docs/pdf/releasenotes/SPM_CodeRemovals_810.pdf]
"
SPM-124484,,"Remove the deprecated duplicated static application domains from the Social Program Management (SPM) Deliverable ",Code Removal,,,,"The code artifacts associated with the following duplicate static application domain definitions that were deprecated in v7.0.3.0 have now been removed. All of the references to these domains in the SPM documentation have also been removed.
 * ADDRESS_STATE
 * ADDRESS_STATE_NO_IEG_OVERRIDE
 * BENEFIT_TYPE
 * CITIZENSHIP_STATUS
 * CITIZENSHIP_STATUS_NO_IEG_OVERRIDE
 * COC_TYPE
 * COVERAGE_CODE
 * CW_MOTIVATION_RESULTS_MEMBER_STATUS
 * FREQUENCY_CODE
 * FREQUENCY_CODE_NO_IEG_OVERRIDE
 * INCOME_SOURCE
 * INCOME_TYPE
 * INCOME_TYPE_NO_IEG_OVERRIDE
 * PLAN_LEVEL

For more information about the artifacts that are removed and modified as part of the code removal process, see the //Merative Social Program Management 8.1.0.0 Code Removals// PDF document that is attached to these release notes.

[Merative SPM Code Removals 8.1.0.0|https://curam-spm-devops.github.io/wh-support-docs/pdf/releasenotes/SPM_CodeRemovals_810.pdf]
"
SPM-124482,,Remove the deprecated ScanMilestoneDeliveryStartDate and ScanMilestoneDeliveryEndDate batch jobs from the Social Program Management (SPM) deliverable,Code Removal,,,,"The code artifacts associated with the following batch jobs that were deprecated in v8.0.0.0 have now been removed. All of the references to these batch jobs in the SPM documentation have also been removed.
 * ScanMilestoneDeliveryStartDate 
 * ScanMilestoneDeliveryEndDate

For more information about the artifacts that are removed and modified as part of the code removal process, see the //Merative Social Program Management 8.1.0.0 Code Removals// PDF document that is attached to these release notes.

[Merative SPM Code Removals 8.1.0.0|https://curam-spm-devops.github.io/wh-support-docs/pdf/releasenotes/SPM_CodeRemovals_810.pdf]
"
SPM-124481,,Remove the deprecated IndexProductDeliverySynchronization class from the Social Program Management (SPM) deliverable,Code Removal,,,,"The code artifact associated with the following class that was deprecated in v8.0.0.0 has now been removed. All of the references to this class in the SPM documentation have also been removed.
 * IndexProductDeliverySynchronization

For more information about the artifacts that are removed and modified as part of the code removal process, see the //Merative Social Program Management 8.1.0.0 Code Removals// PDF document that is attached to these release notes.

[Merative SPM Code Removals 8.1.0.0|https://curam-spm-devops.github.io/wh-support-docs/pdf/releasenotes/SPM_CodeRemovals_810.pdf]
"
SPM-124478,,Remove the outdated APIs used to return application verifications from the Social Program Management (SPM) deliverable,Code Removal,,,,"The code artifacts associated with the following APIs that were deprecated in v8.0.0.0 have now been removed. All of the references to this feature in the SPM documentation have also been removed.
 *  ApplicationEvidence.listCaseEvidenceVerificationDetails() 
 *  ApplicationEvidence.listCaseEvidenceOutstandingVerificationDetails()

For more information about the artifacts that are removed and modified as part of the code removal process, see the //Merative Social Program Management 8.1.0.0 Code Removals// PDF document that is attached to these release notes.

[Merative SPM Code Removals 8.1.0.0|https://curam-spm-devops.github.io/wh-support-docs/pdf/releasenotes/SPM_CodeRemovals_810.pdf]
"
SPM-124477,,Remove the deprecated Rest APIs for resetting passwords from the Social Program Management (SPM) deliverable,Code Removal,,,,"The Social Program Management (SPM) deliverable provided three reset password Rest APIs. These were deprecated in v8.0.0.0 as customers should provide their own authentication implementation via third-party software. The code artifacts for these APIs  have now been removed. All of the references to the APIs in the SPM documentation have also been removed.

For more information about the artifacts that are removed and modified as part of this code removal process, see the //Merative Social Program Management 8.1.0.0 Code Removals// PDF document that is attached to these release notes.

[Merative SPM Code Removals 8.1.0.0|https://curam-spm-devops.github.io/wh-support-docs/pdf/releasenotes/SPM_CodeRemovals_810.pdf]
"
SPM-124474,,Remove the deprecated application property ?curam.outcomeplanning.defaultTimelineView? from the Social Program Management (SPM) deliverable,Code Removal,,,,"The application property ?curam.outcomeplanning.defaultTimelineView? was applicable to a Flex-based Activity workspace which was removed from the product in version v8.0.0.0. The JavaScript workspace which replaced the Flex workspace does not refer to this property. Therefore, the deprecated property has now been removed.
 *  ENV_OUTCOME_PLAN_WORKSPACE_DEFAULT_TIMELINE_VIEW-curam.outcomeplanning.defaultTimelineView

For more information about the artifacts that are removed and modified as part of the code removal process, see the //Merative Social Program Management 8.1.0.0 Code Removals// PDF document that is attached to these release notes.

[Merative SPM Code Removals 8.1.0.0|https://curam-spm-devops.github.io/wh-support-docs/pdf/releasenotes/SPM_CodeRemovals_810.pdf]
"
SPM-124150,PO09733,New Task and New activity action controls incorrectly displayed on Appeals page,CEF,Application Development Environment,Client Development Environment,Widgets,"**Issue Description:**
The New Task and New activity page action controls are displayed to the right of the list of appeals, when they should not be displayed.

**User Interface Impact:** No
 
**Steps to Reproduce:** 
 # Log in as a Caseworker.
 # Register a Person.
 # On the Person's Participant Data Case navigate to Issues and Proceedings.
 # Navigate to Appeals.
 # Issue: An obscured view of the New Task and New activity action controls are displayed to the right of the list of appeals.

**Resolution:**
The New Task and New Activity action controls are not displayed on the Appeals page.
"
SPM-123980,PO09707,Unnecessary error messages in system logs when IBM Watson Assistant is disabled,CEF,,,,"**Issue Description:**
Since v8.0.0, Social Program Management can be configured to use IBM Watson Assistant. However, when the property curam.watson.assistant.enabled is configured off and a user logs in who is not a member of the security identifier WatsonAssistant.readWatsonAssistantDetails, unnecessary error messages are created. 
**User Interface Impact:** No

**Steps to Reproduce:**
 # Log in as a system administrator.
 # Go to System Configurations then Shortcuts. Then select Application Data then Property Administration.
 # Search for curam.watson.assistant.enabled.
 # Ensure this property is set to 'false'. If necessary, edit this property, set the value to 'false' and then publish the changes.
 # Logout.
 # Log in as Resource Manager.
 # Review the WebSphere logs.
 # Issue: An unhandled server exception occurs.

**Resolution:**
The extra stack trace is no longer created.
"
SPM-119333,DT036660,The Tab key temporarily loses focus on the New Evidence modal,Accessibility,,,,"**Issue Description:**
When adding new evidence with a keyboard, if a user presses Tab when on the Category dropdown clear action, the focus is temporarily lost for one keystroke and then moves correctly to the Type column header.

**User Interface Impact:** No 

**Steps to Reproduce:**
 # Log in as Caseworker.
 # Register a Person and create an integrated case.
 # On the integrated case, open the Evidence Tab and select New Evidence from the page-level menu.
 # The New Evidence modal opens with the focus on the Category dropdown.
 # Press the Tab key to move the focus to the clear action.
 # Issue: Pressing Tab when on the Category clear action moves the focus to an invisible element rather than to the Type column header.

**Resolution:**
When navigating with the Tab key on the New Evidence modal, the focus moves correctly to the Type column header.
"
SPM-119323,DT036591,Focus is hidden on shortcuts menu category items,Accessibility,,,,"**Issue Description:**
When users navigate through categories in the Shortcuts menu with the Tab key, the cursor focus is not displayed on the selected item and they can't see which item is highlighted.

**User Interface Impact:** No

**Steps to Reproduce:**
 # Log in as a caseworker. 
 # Select the Cases and Outcomes tab.
 # Navigate to the Shortcuts menu and press Enter to open the menu.
 # Press the Tab key to navigate through the menu options into a shortcut section category.
 # Issue: The user can't see which option is highlighted as the cursor focus is not visible on the selected option, for example, Person under Searches.

**Resolution:**
When users navigate through categories in the Shortcuts menu with the Tab key, the cursor focus is displayed on the selected item.
"
SPM-116495,PO08379,Accessibility ? Wizard Step Name is not read along with the wizard title,Accessibility,,,,"**Issue Description:**
When a supported screen reader is being used and a new contact is created in the Contact Log, the contact wizard step name is not read in the correct order. The step name is incorrectly read after the element in focus rather than before the element.

**User Interface Impact:** No

**Steps to Reproduce:**
 # Start a screen reader.
 # Login as Child Welfare caseworker.
 # Navigate to an existing case.
 # Create a new contact.
 # Issue: The order of the steps in the wizard is read incorrectly.

**Resolution:**
The screen reader reads the new contact wizard step names in the correct order.
"
SPM-115478,PO08121,"The Announcement Player Previous, Play and Next buttons are not declared as buttons by a screen reader",Accessibility,,,,"**Issue Description:**
When a supported screen reader is being used in the caseworker application, the Announcement Player buttons Previous, Play, and Next are not declared as buttons. Also, the announcement messages are not read when they change.

**User Interface Impact:** No

**Steps to Reproduce:**
# Enable a screen reader.
# Log in as an administrator.
# Navigate to any of the three Announcement Player buttons, Previous, Play, or Next, and press Enter.
# Issue 1: The screen reader does not declare any of the buttons as buttons.
# Issue 2: The announcement messages are not read by the screen reader.

**Resolution:**
A screen reader now declares the Previous, Play, and Next buttons as buttons, and the announcement messages are read when a new message is displayed on the screen. 
"
SPM-115216,PO08054,Documentation does not describe how to enable and serve static content for the Universal Access application,Product Documentation,,,,"**Issue Description:**
Documentation describing how to configure and serve static content for the Curam application does not provide details on how to serve static content for other applications such as the Universal Access application.

**User Interface Impact:** No

**Steps to Reproduce:** N/A

**Resolution:**
The documentation has been updated with details regarding configuring and serving static content for the Cúram application and other applications such as the Universal Access application. For more information, see the //Web Client Reference Manual//. You can find more information in the //Static Content_Server// section.
"
SPM-112663,PO07707,Inconsistent tab ordering when running an Intelligent Evidence Gathering script in a modal,ENT,Intelligent Evidence Gathering,Player,,"**Issue Description:**
When running an IEG script in a modal, tabbing from the last field on the form, the focus  switches to the sections panel rather than the Save & Exit button.

**User Interface Impact:** No

**Steps to Reproduce:**
 # Log in as an administrator.
 # Select the Administration Workspace tab.
 # Expand the Shortcuts menu.
 # Expand the Intelligent Evidence Gathering section and select Scripts.
 # Enter 'IEG Sample Script' in the name field and select Search.
 # From the actions menu select Run in Modal.
 # In the Schema Name field Select IEG Sample and click the Run Script button. 
 # Enter all mandatory fields on the About you page and click on the Next button.
 # On the Information About You page click the Next button.
 # On the Household Details page, navigate to question 'How many other people are in your household?'.
 # Press the tab button.
 # Issue: The page navigates to the 'About You' section in the Sections panel which is incorrect.

**Resolution:**
The tab focus order has been fixed to navigate in visual order to the buttons after the last form field.
"
